timestamp,open,high,low,close,volume
2026-04-02 12:02:27.741,66685.7541320896,66968.16740110016,66685.7541320896,66968.16740110016,48368618104.416565
2026-04-02 13:02:08.551,66968.16740110016,67007.8370561365,66968.16740110016,67007.8370561365,48950169992.09585
2026-04-02 14:02:50.942,67007.8370561365,67007.8370561365,66936.7766889142,66936.7766889142,48495127007.21191
2026-04-02 15:02:18.757,66936.7766889142,66936.7766889142,66913.35635201377,66913.35635201377,48491481777.28418
2026-04-02 16:03:03.578,66913.35635201377,67019.98617750364,66913.35635201377,67019.98617750364,46182448236.358055
2026-04-02 17:03:43.463,67019.98617750364,67019.98617750364,66891.6645686824,66891.6645686824,47198627198.56218
2026-04-02 18:02:40.721,66891.6645686824,66891.6645686824,66766.83378026339,66766.83378026339,47416649647.895615
2026-04-02 19:02:46.385,66766.83378026339,66766.83378026339,66598.5292617686,66598.5292617686,45043514225.86937
2026-04-02 20:03:56.057,66598.5292617686,66598.5292617686,66486.53838422897,66486.53838422897,40706556233.007706
2026-04-02 21:02:37.518,66486.53838422897,66592.5837886582,66486.53838422897,66592.5837886582,41184745769.49301
2026-04-02 22:02:30.446,66592.5837886582,66622.1301266791,66592.5837886582,66622.1301266791,41399151764.16913
2026-04-02 23:01:53.375,66622.1301266791,66622.1301266791,66565.35592404183,66565.35592404183,41060992079.087524
2026-04-03 00:00:24.794,66565.35592404183,66774.72967202778,66565.35592404183,66774.72967202778,37779310897.076065
2026-04-03 01:02:58.355,66774.72967202778,67029.59211299967,66774.72967202778,67029.59211299967,38306090933.74119
2026-04-03 02:02:21.023,67029.59211299967,67029.59211299967,66960.01542488545,66960.01542488545,39004242883.76734
2026-04-03 03:03:00.909,66960.01542488545,66960.01542488545,66849.26901001042,66849.26901001042,38824493207.24391
2026-04-03 04:03:07.733,66849.26901001042,66880.5203155653,66849.26901001042,66880.5203155653,37598682177.80931
2026-04-03 05:02:37.596,66880.5203155653,66995.15627559036,66880.5203155653,66995.15627559036,36807739005.82501
2026-04-03 06:02:37.169,66995.15627559036,66995.15627559036,66748.11979266288,66748.11979266288,36566064318.28182
2026-04-03 07:03:35.499,66748.11979266288,66748.11979266288,66660.11042612021,66660.11042612021,35314586516.49865
2026-04-03 08:03:25.607,66660.11042612021,66955.22348841895,66660.11042612021,66955.22348841895,33156564184.063126
2026-04-03 09:03:39.663,66955.22348841895,66955.22348841895,66852.90061614981,66852.90061614981,32787840016.900948
2026-04-03 10:00:19.091,66852.90061614981,66999.82831564221,66852.90061614981,66999.82831564221,30867168040.56559
2026-04-03 11:02:55.448,66999.82831564221,66999.82831564221,66854.37823021295,66854.37823021295,28777858384.80674
2026-04-03 12:01:45.998,66854.37823021295,66854.37823021295,66806.59346136711,66806.59346136711,28476953867.01766
2026-04-03 13:02:20.440,66806.59346136711,66857.44858264831,66806.59346136711,66857.44858264831,28238186838.394695
2026-04-03 14:04:07.691,66857.44858264831,66857.44858264831,66834.11292973414,66834.11292973414,26694414842.38298
2026-04-03 15:03:08.857,66834.11292973414,66933.25990570891,66834.11292973414,66933.25990570891,25389902322.40707
2026-04-03 16:04:06.906,66933.25990570891,66933.25990570891,66894.47014206758,66894.47014206758,26705578560.31922
2026-04-03 17:04:33.631,66894.47014206758,66939.69121715311,66894.47014206758,66939.69121715311,26755680223.76058
2026-04-03 18:04:29.447,66939.69121715311,66939.69121715311,66879.65637400307,66879.65637400307,25001615780.1718
2026-04-03 19:11:11.758,66879.65637400307,66879.65637400307,66872.1583176364,66872.1583176364,24828536009.329693
2026-04-03 20:34:37.631,66872.1583176364,66872.1583176364,66842.73653470511,66842.73653470511,24075093541.357986
2026-04-03 21:44:45.787,66842.73653470511,66849.63302499072,66842.73653470511,66849.63302499072,22484669036.97466
2026-04-03 22:40:42.716,66849.63302499072,66898.68182804435,66849.63302499072,66898.68182804435,21719181529.167126
2026-04-03 23:23:53.198,66898.68182804435,66949.93585862593,66898.68182804435,66949.93585862593,22408088727.446167
2026-04-04 00:42:11.719,66949.93585862593,66959.8290597061,66949.93585862593,66959.8290597061,22370869637.43601
2026-04-04 01:45:27.385,66959.8290597061,66959.8290597061,66956.39329306711,66956.39329306711,20927461663.34767
2026-04-04 02:59:15.996,66956.39329306711,66969.68382838744,66956.39329306711,66969.68382838744,20800406580.39192
2026-04-04 03:53:17.639,66969.68382838744,67055.68033246692,66969.68382838744,67055.68033246692,17643529149.743244
2026-04-04 04:02:18.109,67055.68033246692,67148.53813215913,67055.68033246692,67148.53813215913,21297450742.257607
2026-04-04 05:03:27.115,67148.53813215913,67148.53813215913,67118.41754617015,67118.41754617015,22081172176.88548
2026-04-04 06:03:00.893,67118.41754617015,67118.41754617015,67091.65190730197,67091.65190730197,20965785473.72014
2026-04-04 07:01:56.392,67091.65190730197,67202.57710061049,67091.65190730197,67202.57710061049,21082194077.840015
2026-04-04 08:02:35.788,67202.57710061049,67202.57710061049,67161.09858028076,67161.09858028076,22121534366.724304
2026-04-04 09:02:23.498,67161.09858028076,67358.32039965459,67161.09858028076,67358.32039965459,23949292701.30308
2026-04-04 10:02:25.712,67358.32039965459,67433.23263448066,67358.32039965459,67433.23263448066,20816372479.2537
2026-04-04 11:02:59.860,67433.23263448066,67433.23263448066,67337.99609944993,67337.99609944993,21769555471.040764
2026-04-04 12:02:37.329,67337.99609944993,67337.99609944993,67286.25215676849,67286.25215676849,23251969727.02573
2026-04-04 13:02:24.173,67286.25215676849,67286.25215676849,67280.01729605702,67280.01729605702,23627183956.04976
2026-04-04 14:03:06.654,67280.01729605702,67280.01729605702,67253.3977870876,67253.3977870876,20552968686.49375
2026-04-04 15:00:27.623,67253.3977870876,67354.82243829477,67253.3977870876,67354.82243829477,22110273553.142284
