run_id,2026-04-16-21-47-27,2026-04-17T04:47:27.109393,RUN_SEPARATOR,,,,,,,,,,,
phase_28_run,2026-04-16-21-47-45,2026-04-17T04:47:45.402657,RUN_SEPARATOR,,,,,,,,,,,
,2026-04-20T22:25:52.850712,ETH,Mean Reversion,paper,long,99.53,99.67,99.53,99.53,14.08,14.1,782,low_vol
,2026-04-20T22:25:52.851589,ETH,Mean Reversion,shadow,long,99.59,98.98,99.54,99.59,-71.7,-161.7,1085,low_vol
,2026-04-20T22:25:54.900709,BTC,Mean Reversion,paper,short,99.57,98.38,99.57,99.57,119.97,120.0,725,high_vol
,2026-04-20T22:25:54.901178,BTC,Mean Reversion,shadow,short,99.6,98.18,99.58,99.6,132.61,42.6,3259,high_vol
,2026-04-20T22:25:58.977684,BTC,Mean Reversion,paper,long,98.65,98.41,98.65,98.65,-24.4,-24.4,854,high_vol
,2026-04-20T22:25:58.978455,BTC,Mean Reversion,shadow,long,98.72,99.14,98.64,98.72,32.95,-57.1,1943,high_vol
,2026-04-20T22:26:00.984010,ETH,Mean Reversion,paper,long,98.59,97.3,98.59,98.59,-131.59,-131.6,2816,high_vol
,2026-04-20T22:26:00.984903,ETH,Mean Reversion,shadow,long,98.68,97.25,98.61,98.68,-154.37,-244.4,849,high_vol
,2026-04-20T22:26:05.050729,BTC,Mean Reversion,paper,short,99.45,97.89,99.45,99.45,157.1,157.1,2168,low_vol
,2026-04-20T22:26:05.051723,BTC,Mean Reversion,shadow,short,99.43,97.7,99.44,99.43,164.23,74.2,2510,low_vol
,2026-04-20T22:26:23.031212,BTC,Mean Reversion,paper,short,99.52,99.75,99.52,99.52,-22.98,-23.0,1551,low_vol
,2026-04-20T22:26:23.031968,BTC,Mean Reversion,shadow,short,99.55,99.4,99.54,99.55,5.34,-84.7,1428,low_vol
,2026-04-20T22:26:41.410307,BTC,Mean Reversion,paper,long,99.9,100.82,99.9,99.9,92.46,92.5,1561,high_vol
,2026-04-20T22:26:41.411354,BTC,Mean Reversion,shadow,long,99.93,100.84,99.88,99.93,80.8,-9.2,837,high_vol
,2026-04-20T22:26:57.670131,ETH,Mean Reversion,paper,long,100.72,100.67,100.72,100.72,-4.14,-4.1,1933,low_vol
,2026-04-20T22:26:57.671197,ETH,Mean Reversion,shadow,long,100.78,100.77,100.72,100.78,-10.87,-100.9,1139,low_vol
,2026-04-20T22:27:20.145462,BTC,Mean Reversion,paper,long,101.2,101.23,101.2,101.2,3.45,3.5,499,ranging
,2026-04-20T22:27:20.147100,BTC,Mean Reversion,shadow,long,101.28,101.63,101.21,101.28,24.05,-65.9,3089,ranging
,2026-04-20T22:28:09.259342,ETH,Mean Reversion,paper,short,100.32,100.7,100.32,100.32,-37.84,-37.8,3500,high_vol
,2026-04-20T22:28:09.261178,ETH,Mean Reversion,shadow,short,100.32,99.47,100.31,100.32,74.69,-15.3,2060,high_vol
,2026-04-20T22:28:13.364276,BTC,Mean Reversion,paper,short,101.15,101.84,101.15,101.15,-68.85,-68.9,2014,ranging
,2026-04-20T22:28:13.365123,BTC,Mean Reversion,shadow,short,101.17,102.3,101.16,101.17,-121.46,-211.5,3412,ranging
,2026-04-20T22:28:50.032915,ETH,Mean Reversion,paper,long,100.03,100.31,100.03,100.03,27.92,27.9,2872,trending
,2026-04-20T22:28:50.035568,ETH,Mean Reversion,shadow,long,100.11,100.96,100.04,100.11,74.44,-15.6,2536,trending
2026-04-20-15-28-54,2026-04-20T22:29:08.317384,ETH,Mean Reversion,paper,long,101.29,100.84,101.29,101.29,-44.13,-44.1,1080,ranging
2026-04-20-15-28-54,2026-04-20T22:29:08.318565,ETH,Mean Reversion,shadow,long,101.34,100.52,101.27,101.34,-91.36,-181.4,3475,ranging
2026-04-20-15-28-54,2026-04-20T22:29:14.452296,BTC,Mean Reversion,paper,long,102.8,103.22,102.8,102.8,40.73,40.7,1288,trending
2026-04-20-15-28-54,2026-04-20T22:29:14.453649,BTC,Mean Reversion,shadow,long,102.85,102.69,102.8,102.85,-26.0,-116.0,3271,trending
2026-04-20-15-28-54,2026-04-20T22:29:26.600669,BTC,Mean Reversion,paper,long,102.43,101.2,102.43,102.43,-120.23,-120.2,3528,ranging
2026-04-20-15-28-54,2026-04-20T22:29:26.602662,BTC,Mean Reversion,shadow,long,102.49,101.9,102.44,102.49,-67.92,-157.9,2331,ranging
2026-04-20-15-28-54,2026-04-20T22:29:40.933931,ETH,Mean Reversion,paper,short,99.96,100.15,99.96,99.96,-19.16,-19.2,296,trending
2026-04-20-15-28-54,2026-04-20T22:29:40.935342,ETH,Mean Reversion,shadow,short,99.95,100.02,99.94,99.95,-16.78,-106.8,2759,trending
2026-04-20-15-28-54,2026-04-20T22:29:45.050688,ETH,Mean Reversion,paper,long,99.84,100.26,99.84,99.84,42.18,42.2,1464,low_vol
2026-04-20-15-28-54,2026-04-20T22:29:45.051592,ETH,Mean Reversion,shadow,long,99.9,100.33,99.84,99.9,32.64,-57.4,1579,low_vol
2026-04-20-15-28-54,2026-04-20T22:30:42.318096,ETH,Mean Reversion,paper,long,100.66,101.07,100.66,100.66,40.38,40.4,2217,high_vol
2026-04-20-15-28-54,2026-04-20T22:30:42.320326,ETH,Mean Reversion,shadow,long,100.73,101.37,100.65,100.73,53.85,-36.1,414,high_vol
2026-04-20-15-28-54,2026-04-20T22:30:52.520047,BTC,Mean Reversion,paper,long,100.42,99.98,100.42,100.42,-43.97,-44.0,2223,ranging
2026-04-20-15-28-54,2026-04-20T22:30:52.525279,BTC,Mean Reversion,shadow,long,100.47,100.14,100.41,100.47,-43.08,-133.1,3196,ranging
2026-04-20-15-28-54,2026-04-20T22:30:58.604612,ETH,Mean Reversion,paper,long,105.7,105.57,105.7,105.7,-11.98,-12.0,879,high_vol
2026-04-20-15-28-54,2026-04-20T22:30:58.606009,ETH,Mean Reversion,shadow,long,105.77,105.64,105.7,105.77,-22.63,-112.6,3481,high_vol
2026-04-20-15-28-54,2026-04-20T22:31:06.667391,BTC,Mean Reversion,paper,long,101.53,102.22,101.53,101.53,68.16,68.2,1160,low_vol
2026-04-20-15-28-54,2026-04-20T22:31:06.669408,BTC,Mean Reversion,shadow,long,101.62,101.75,101.55,101.62,3.01,-87.0,1444,low_vol
2026-04-20-15-28-54,2026-04-20T22:31:08.735211,ETH,Mean Reversion,paper,short,101.56,101.19,101.56,101.56,36.22,36.2,2732,trending
2026-04-20-15-28-54,2026-04-20T22:31:08.735817,ETH,Mean Reversion,shadow,short,101.57,101.33,101.55,101.57,13.59,-76.4,783,trending
2026-04-20-15-28-54,2026-04-20T22:31:18.994830,BTC,Mean Reversion,paper,short,96.85,97.12,96.85,96.85,-27.5,-27.5,2705,trending
2026-04-20-15-28-54,2026-04-20T22:31:18.996540,BTC,Mean Reversion,shadow,short,96.84,96.85,96.84,96.84,-10.93,-100.9,2050,trending
2026-04-20-15-28-54,2026-04-20T22:31:27.179625,ETH,Mean Reversion,paper,short,103.9,104.13,103.9,103.9,-21.39,-21.4,269,ranging
2026-04-20-15-28-54,2026-04-20T22:31:27.181540,ETH,Mean Reversion,shadow,short,103.9,104.56,103.9,103.9,-73.39,-163.4,2577,ranging
2026-04-20-15-28-54,2026-04-20T22:31:39.474817,ETH,Mean Reversion,paper,short,103.65,102.92,103.65,103.65,70.4,70.4,531,low_vol
2026-04-20-15-28-54,2026-04-20T22:31:39.476764,ETH,Mean Reversion,shadow,short,103.65,103.7,103.66,103.65,-14.81,-104.8,2489,low_vol
,2026-04-20T22:49:09.604568,BTC,Mean Reversion,paper,long,100.32,99.61,100.32,100.32,-70.94,-70.9,406,low_vol
,2026-04-20T22:49:09.607302,BTC,Mean Reversion,shadow,long,100.39,99.46,100.33,100.39,-102.69,-192.7,3291,low_vol
,2026-04-20T22:49:21.855801,BTC,Mean Reversion,paper,long,99.89,100.54,99.89,99.89,65.68,65.7,1926,low_vol
,2026-04-20T22:49:21.858159,BTC,Mean Reversion,shadow,long,99.94,100.79,99.89,99.94,74.93,-15.1,591,low_vol
,2026-04-20T22:49:32.002952,ETH,Mean Reversion,paper,long,99.48,99.72,99.48,99.48,24.77,24.8,3039,ranging
,2026-04-20T22:49:32.008278,ETH,Mean Reversion,shadow,long,99.52,99.86,99.47,99.52,24.07,-65.9,1451,ranging
,2026-04-20T22:49:36.043521,BTC,Mean Reversion,paper,short,100.22,100.29,100.22,100.22,-6.95,-6.9,595,trending
,2026-04-20T22:49:36.046367,BTC,Mean Reversion,shadow,short,100.23,100.05,100.23,100.23,7.67,-82.3,1657,trending
,2026-04-20T22:50:10.822944,ETH,Mean Reversion,paper,long,99.07,98.55,99.07,99.07,-52.76,-52.8,1245,ranging
,2026-04-20T22:50:10.825227,ETH,Mean Reversion,shadow,long,99.11,98.2,99.05,99.11,-102.19,-192.2,2121,ranging
,2026-04-20T22:50:28.995889,BTC,Mean Reversion,paper,long,99.97,100.08,99.97,99.97,11.75,11.8,1702,low_vol
,2026-04-20T22:50:28.996804,BTC,Mean Reversion,shadow,long,100.05,100.05,99.98,100.05,-10.05,-100.0,1013,low_vol
,2026-04-20T22:50:37.190015,BTC,Mean Reversion,paper,long,99.31,99.82,99.31,99.31,51.12,51.1,1189,ranging
,2026-04-20T22:50:37.191903,BTC,Mean Reversion,shadow,long,99.39,100.02,99.33,99.39,53.56,-36.4,1702,ranging
,2026-04-20T22:50:45.336293,ETH,Mean Reversion,paper,short,99.27,99.4,99.27,99.27,-13.6,-13.6,1982,trending
,2026-04-20T22:50:45.337214,ETH,Mean Reversion,shadow,short,99.25,99.55,99.25,99.25,-40.04,-130.0,240,trending
,2026-04-20T22:50:49.420083,BTC,Mean Reversion,paper,long,100.44,100.43,100.44,100.44,-1.0,-1.0,1817,trending
,2026-04-20T22:50:49.420912,BTC,Mean Reversion,shadow,long,100.51,100.32,100.43,100.51,-28.64,-118.6,947,trending
,2026-04-20T22:50:53.489439,ETH,Mean Reversion,paper,short,99.34,99.23,99.34,99.34,11.31,11.3,2360,trending
,2026-04-20T22:50:53.490318,ETH,Mean Reversion,shadow,short,99.34,99.14,99.33,99.34,10.26,-79.7,1464,trending
,2026-04-20T22:51:05.814276,ETH,Mean Reversion,paper,long,98.23,98.5,98.23,98.23,26.71,26.7,1839,low_vol
,2026-04-20T22:51:05.815102,ETH,Mean Reversion,shadow,long,98.28,98.51,98.22,98.28,13.04,-77.0,3488,low_vol
,2026-04-20T22:51:07.822792,ETH,Mean Reversion,paper,short,99.38,98.49,99.38,99.38,89.4,89.4,2584,high_vol
,2026-04-20T22:51:07.823452,ETH,Mean Reversion,shadow,short,99.39,98.37,99.37,99.39,92.48,2.5,477,high_vol
,2026-04-20T22:51:28.246367,BTC,Mean Reversion,paper,short,100.69,100.96,100.69,100.69,-26.02,-26.0,1756,low_vol
,2026-04-20T22:51:28.248106,BTC,Mean Reversion,shadow,short,100.71,100.59,100.7,100.71,2.09,-87.9,2776,low_vol
,2026-04-20T22:51:54.754432,ETH,Mean Reversion,paper,short,98.08,98.02,98.08,98.08,6.55,6.5,3450,trending
,2026-04-20T22:51:54.756208,ETH,Mean Reversion,shadow,short,98.1,97.77,98.1,98.1,23.28,-66.7,475,trending
,2026-04-20T22:51:58.799055,ETH,Mean Reversion,paper,short,97.02,97.31,97.02,97.02,-29.97,-30.0,720,ranging
,2026-04-20T22:51:58.799754,ETH,Mean Reversion,shadow,short,97.02,97.01,97.02,97.02,-8.9,-98.9,3432,ranging
,2026-04-20T22:52:04.888966,ETH,Mean Reversion,paper,short,97.72,98.08,97.72,97.72,-36.94,-36.9,68,trending
,2026-04-20T22:52:04.890103,ETH,Mean Reversion,shadow,short,97.71,97.85,97.7,97.71,-23.85,-113.8,2053,trending
,2026-04-20T22:52:41.683578,ETH,Mean Reversion,paper,short,97.78,98.22,97.78,97.78,-45.21,-45.2,1560,trending
,2026-04-20T22:52:41.685303,ETH,Mean Reversion,shadow,short,97.8,97.67,97.8,97.8,3.23,-86.8,3006,trending
2026-04-20-15-53-13,2026-04-20T22:53:32.538291,BTC,Mean Reversion,paper,short,99.97,99.81,99.97,99.97,15.82,15.8,1219,trending
2026-04-20-15-53-13,2026-04-20T22:53:32.539417,BTC,Mean Reversion,shadow,short,99.97,99.69,99.98,99.97,18.23,-71.8,660,trending
2026-04-20-15-53-13,2026-04-20T22:53:40.673415,BTC,Mean Reversion,paper,short,100.06,98.98,100.06,100.06,107.75,107.7,484,ranging
2026-04-20-15-53-13,2026-04-20T22:53:40.674695,BTC,Mean Reversion,shadow,short,100.07,99.21,100.07,100.07,75.74,-14.3,1388,ranging
2026-04-20-15-53-13,2026-04-20T22:53:59.058844,BTC,Mean Reversion,paper,short,98.97,98.87,98.97,98.97,9.57,9.6,2180,low_vol
2026-04-20-15-53-13,2026-04-20T22:53:59.059677,BTC,Mean Reversion,shadow,short,98.96,99.56,98.95,98.96,-70.14,-160.1,1125,low_vol
2026-04-20-15-53-13,2026-04-20T22:54:31.724276,BTC,Mean Reversion,paper,short,99.19,99.28,99.19,99.19,-9.05,-9.1,2975,high_vol
2026-04-20-15-53-13,2026-04-20T22:54:31.725432,BTC,Mean Reversion,shadow,short,99.19,98.46,99.17,99.19,63.38,-26.6,1818,high_vol
2026-04-20-15-53-13,2026-04-20T22:54:35.807475,ETH,Mean Reversion,paper,short,97.43,96.78,97.43,97.43,66.05,66.1,1104,high_vol
2026-04-20-15-53-13,2026-04-20T22:54:35.808228,ETH,Mean Reversion,shadow,short,97.42,96.48,97.42,97.42,86.12,-3.9,3389,high_vol
2026-04-20-15-53-13,2026-04-20T22:54:56.246840,ETH,Mean Reversion,paper,long,96.19,96.21,96.19,96.19,1.88,1.9,750,ranging
2026-04-20-15-53-13,2026-04-20T22:54:56.248039,ETH,Mean Reversion,shadow,long,96.27,96.06,96.2,96.27,-31.83,-121.8,3035,ranging
2026-04-20-15-53-13,2026-04-20T22:55:04.395152,BTC,Mean Reversion,paper,short,98.13,97.62,98.13,98.13,51.29,51.3,3465,low_vol
2026-04-20-15-53-13,2026-04-20T22:55:04.396263,BTC,Mean Reversion,shadow,short,98.12,97.36,98.11,98.12,67.33,-22.7,1993,low_vol
2026-04-20-15-53-13,2026-04-20T22:55:16.609579,ETH,Mean Reversion,paper,long,96.51,96.76,96.51,96.51,26.66,26.7,405,trending
2026-04-20-15-53-13,2026-04-20T22:55:16.610534,ETH,Mean Reversion,shadow,long,96.55,97.27,96.5,96.55,64.49,-25.5,1159,trending
2026-04-20-15-53-13,2026-04-20T22:55:20.676206,BTC,Mean Reversion,paper,long,96.8,97.34,96.8,96.8,55.86,55.9,638,ranging
2026-04-20-15-53-13,2026-04-20T22:55:20.676485,BTC,Mean Reversion,shadow,long,96.87,96.95,96.8,96.87,-1.46,-91.5,1054,ranging
2026-04-20-15-53-13,2026-04-20T22:55:53.330250,BTC,Mean Reversion,paper,short,96.87,97.39,96.87,96.87,-53.82,-53.8,339,trending
2026-04-20-15-53-13,2026-04-20T22:55:53.332184,BTC,Mean Reversion,shadow,short,96.86,97.77,96.85,96.86,-104.16,-194.2,339,trending
2026-04-20-15-53-13,2026-04-20T22:55:59.421297,ETH,Mean Reversion,paper,long,97.39,97.24,97.39,97.39,-16.0,-16.0,3240,low_vol
2026-04-20-15-53-13,2026-04-20T22:55:59.422159,ETH,Mean Reversion,shadow,long,97.44,96.27,97.39,97.44,-130.38,-220.4,2189,low_vol
2026-04-20-15-53-13,2026-04-20T22:56:21.808201,ETH,Mean Reversion,paper,long,95.67,96.82,95.67,95.67,120.54,120.5,2327,ranging
2026-04-20-15-53-13,2026-04-20T22:56:21.809609,ETH,Mean Reversion,shadow,long,95.75,97.07,95.68,95.75,128.16,38.2,1240,ranging
2026-04-20-15-53-13,2026-04-20T22:56:44.241701,BTC,Mean Reversion,paper,long,97.32,98.06,97.32,97.32,76.12,76.1,376,trending
2026-04-20-15-53-13,2026-04-20T22:56:44.243286,BTC,Mean Reversion,shadow,long,97.38,97.49,97.3,97.38,1.76,-88.2,997,trending
2026-04-20-15-53-13,2026-04-20T22:57:04.719668,BTC,Mean Reversion,paper,short,97.35,97.83,97.35,97.35,-49.28,-49.3,3570,trending
2026-04-20-15-53-13,2026-04-20T22:57:04.721512,BTC,Mean Reversion,shadow,short,97.33,98.95,97.33,97.33,-176.37,-266.4,2512,trending
2026-04-20-15-53-13,2026-04-20T22:57:25.127328,BTC,Mean Reversion,paper,short,99.25,98.98,99.25,99.25,27.22,27.2,1260,high_vol
2026-04-20-15-53-13,2026-04-20T22:57:25.129005,BTC,Mean Reversion,shadow,short,99.27,99.06,99.25,99.27,10.76,-79.2,2579,high_vol
2026-04-20-15-53-13,2026-04-20T22:58:01.945449,ETH,Mean Reversion,paper,short,96.64,96.62,96.64,96.64,2.21,2.2,1931,trending
2026-04-20-15-53-13,2026-04-20T22:58:01.947678,ETH,Mean Reversion,shadow,short,96.65,96.21,96.65,96.65,35.91,-54.1,597,trending
2026-04-20-15-53-13,2026-04-20T22:58:08.036118,BTC,Mean Reversion,paper,short,98.57,98.4,98.57,98.57,17.43,17.4,3359,high_vol
2026-04-20-15-53-13,2026-04-20T22:58:08.037461,BTC,Mean Reversion,shadow,short,98.56,98.73,98.56,98.56,-27.7,-117.7,2985,high_vol
2026-04-20-15-53-13,2026-04-20T22:58:16.279288,BTC,Mean Reversion,paper,long,98.11,97.86,98.11,98.11,-25.48,-25.5,1975,high_vol
2026-04-20-15-53-13,2026-04-20T22:58:16.280548,BTC,Mean Reversion,shadow,long,98.19,97.56,98.13,98.19,-74.44,-164.4,2674,high_vol
